REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
EASTERN,AKUAPIM NORTH,1993,PLANTAIN,1400,8,11200
EASTERN,NEW JUABEN,1993,PLANTAIN,100,8,800
EASTERN,YILO KROBO,1993,PLANTAIN,200,8,1600
EASTERN,EAST AKIM,1993,PLANTAIN,6600,8,52800
EASTERN,KWAEBIBIREM,1993,PLANTAIN,3500,8,28000
EASTERN,BIRIM NORTH,1993,PLANTAIN,2800,8,22400
EASTERN,KWAHU SOUTH,1993,PLANTAIN,2800,8,22400
EASTERN,FANTEAKWA,1993,PLANTAIN,6900,8,55200
EASTERN,KWAHU NORTH,1993,PLANTAIN,200,8,1600
EASTERN,ASUOGYAMAN,1993,PLANTAIN,200,8,1600
EASTERN,MANYA KROBO,1993,PLANTAIN,200,8,1600
GREATER ACCRA,GA,1993,GROUNDNUT,1520,3.9,5930
GREATER ACCRA,DANGBE WEST,1993,GROUNDNUT,810,3.9,3160
GREATER ACCRA,DANGME EAST,1993,GROUNDNUT,810,3.9,3160
BRONG AHAFO, SUNYANI MUNICIPAL ,1993,COCOYAM,1000,6.8,6800
BRONG AHAFO,ASUTIFI,1993,COCOYAM,1000,8.4,8400
BRONG AHAFO, WENCHI MUNICIPAL ,1993,COCOYAM,900,5.2,4680
BRONG AHAFO,DORMA AHENKRO,1993,COCOYAM,9000,7,63000
BRONG AHAFO,BEREKUM,1993,COCOYAM,3000,5.8,17400
BRONG AHAFO,TANO,1993,COCOYAM,3400,6,20400
BRONG AHAFO,TECHIMAN MUNICIPAL,1993,COCOYAM,1000,6.4,6400
BRONG AHAFO,ASUNAFO,1993,COCOYAM,2800,8.5,23800
BRONG AHAFO,KINTAMPO,1993,COCOYAM,1150,4.9,5640
BRONG AHAFO, SUNYANI MUNICIPAL ,1993,PLANTAIN,900,7,6300
BRONG AHAFO,ASUTIFI,1993,PLANTAIN,1900,10.8,20520
BRONG AHAFO, WENCHI MUNICIPAL ,1993,PLANTAIN,50,4.6,230
BRONG AHAFO,DORMA AHENKRO,1993,PLANTAIN,3900,11.1,43290
BRONG AHAFO,BEREKUM,1993,PLANTAIN,1400,7,9800
BRONG AHAFO,TANO,1993,PLANTAIN,2100,9,18900
BRONG AHAFO,NKORANZA,1993,PLANTAIN,1400,6.5,9100
BRONG AHAFO,TECHIMAN MUNICIPAL,1993,PLANTAIN,1300,8,10400
BRONG AHAFO,ASUNAFO,1993,PLANTAIN,4800,13.7,65760
BRONG AHAFO,JAMAN,1993,PLANTAIN,500,, -   
BRONG AHAFO,KINTAMPO,1993,PLANTAIN,600,5.4,3240
UPPER WEST,WA,1993,SORGHUM,31000,1.4,43400
UPPER WEST,LAWRA,1993,SORGHUM,6400,1.4,8960
UPPER WEST,TUMU,1993,SORGHUM,10100,1.4,14140
UPPER WEST,JIRAPA,1993,SORGHUM,9700,1.4,13580
UPPER WEST,NADOWLI,1993,SORGHUM,16300,1.4,22820
UPPER WEST,WA,1993,MILLET,5300,1,5300
UPPER WEST,LAWRA,1993,MILLET,4100,1,4100
UPPER WEST,TUMU,1993,MILLET,22000,1,22000
UPPER WEST,JIRAPA,1993,MILLET,11600,1,11600
UPPER WEST,NADOWLI,1993,MILLET,20000,1,20000
UPPER WEST,WA,1993,GROUNDNUT,9000,1.6,14400
UPPER WEST,LAWRA,1993,GROUNDNUT,400,1.6,640
UPPER WEST,TUMU,1993,GROUNDNUT,4800,1.6,7680
UPPER WEST,JIRAPA,1993,GROUNDNUT,2500,1.6,4000
UPPER WEST,NADOWLI,1993,GROUNDNUT,4000,1.6,6400
UPPER WEST,WA,1993,COWPEA,28400,0.3,8520
UPPER WEST,LAWRA,1993,COWPEA,500,0.3,150
UPPER WEST,TUMU,1993,COWPEA,5500,0.3,1650
UPPER WEST,JIRAPA,1993,COWPEA,200,0.3,60
UPPER WEST,NADOWLI,1993,COWPEA,1300,0.3,390
UPPER EAST,BUILSA,1993,SORGHUM,34500,0.6,20700
UPPER EAST,KASINA-NANKANA,1993,SORGHUM,12080,0.9,10870
UPPER EAST,BONGO,1993,SORGHUM,5040,0.7,3530
UPPER EAST,BOLGATANGA MUNICIPAL,1993,SORGHUM,22300,0.8,17840
UPPER EAST,BAWKU EAST,1993,SORGHUM,28920,1,28920
UPPER EAST,BAWKU WEST,1993,SORGHUM,7930,1.2,9520
UPPER EAST,BUILSA,1993,MILLET,14700,0.8,11760
UPPER EAST,KASINA-NANKANA,1993,MILLET,8400,1.5,12600
UPPER EAST,BONGO,1993,MILLET,2100,1.2,2520
UPPER EAST,BOLGATANGA MUNICIPAL,1993,MILLET,12400,1.5,18600
UPPER EAST,BAWKU EAST,1993,MILLET,28700,0.8,22960
UPPER EAST,BAWKU WEST,1993,MILLET,4340,1.3,5640
UPPER EAST,BUILSA,1993,GROUNDNUT,7180,0.9,6460
UPPER EAST,KASINA-NANKANA,1993,GROUNDNUT,9980,0.8,7980
UPPER EAST,BONGO,1993,GROUNDNUT,1770,1,1770
UPPER EAST,BOLGATANGA MUNICIPAL,1993,GROUNDNUT,30000,0.9,27000
UPPER EAST,BAWKU EAST,1993,GROUNDNUT,18900,1,18900
UPPER EAST,BAWKU WEST,1993,GROUNDNUT,3730,1.2,4480
WESTERN,SHAMA AHANTA EAST,1994,MAIZE,370,1.1,407
WESTERN,WEST AHANTA,1994,MAIZE,1530,1.2,1836
WESTERN,MPORHOR WASSA EAST,1994,MAIZE,2960,1.3,3848
WESTERN,WASSA WEST,1994,MAIZE,3650,1.2,4380
WESTERN,EAST NZEMA,1994,MAIZE,1035,1.15,1190.25
WESTERN,JOMORO,1994,MAIZE,860,1.2,1032
WESTERN,WASSA AMENFI,1994,MAIZE,7110,1.35,9598.5
WESTERN,AOWIN -SUAMAN,1994,MAIZE,5725,1.3,7442.5
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1994,MAIZE,4412,1.32,5823.84
WESTERN,SEFWI-WIAWSO,1994,MAIZE,6740,1.38,9301.2
WESTERN,JUABESO-BIA,1994,MAIZE,8308,1.4,11631.2
WESTERN,SHAMA AHANTA EAST,1994,RICE,65,1.12,72.8
WESTERN,WEST AHANTA,1994,RICE,45,1.1,49.5
WESTERN,MPORHOR WASSA EAST,1994,RICE,240,1.18,283.2
WESTERN,WASSA WEST,1994,RICE,1000,1.18,1180
WESTERN,EAST NZEMA,1994,RICE,500,1.4,700
WESTERN,JOMORO,1994,RICE,260,1.2,312
WESTERN,WASSA AMENFI,1994,RICE,2270,1.22,2769.4
WESTERN,AOWIN -SUAMAN,1994,RICE,1228,1.2,1473.6
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1994,RICE,1097,1.2,1316.4
WESTERN,SEFWI-WIAWSO,1994,RICE,1450,1.25,1812.5
WESTERN,JUABESO-BIA,1994,RICE,2245,1.3,2918.5
WESTERN,SHAMA AHANTA EAST,1994,CASSAVA,1651,7.5,12382.5
WESTERN,WEST AHANTA,1994,CASSAVA,4890,8.8,43032
WESTERN,MPORHOR WASSA EAST,1994,CASSAVA,4992,8.9,44428.8
WESTERN,WASSA WEST,1994,CASSAVA,4560,7.8,35568
WESTERN,EAST NZEMA,1994,CASSAVA,3800,8.9,33820
WESTERN,JOMORO,1994,CASSAVA,5210,9.2,47932
WESTERN,WASSA AMENFI,1994,CASSAVA,6256,9.3,58180.8
WESTERN,AOWIN -SUAMAN,1994,CASSAVA,5974,9.3,55558.2
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1994,CASSAVA,5370,9.3,49941
WESTERN,SEFWI-WIAWSO,1994,CASSAVA,5350,9.9,52965
WESTERN,JUABESO-BIA,1994,CASSAVA,5797,10.2,59129.4
WESTERN,WEST AHANTA,1994,YAM,20,3.9,78
WESTERN,MPORHOR WASSA EAST,1994,YAM,130,4.2,546
WESTERN,WASSA WEST,1994,YAM,135,3.7,499.5
WESTERN,WASSA AMENFI,1994,YAM,876,5.4,4730.4
WESTERN,AOWIN -SUAMAN,1994,YAM,809,5.1,4125.9
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1994,YAM,1412,5.6,7907.2
WESTERN,SEFWI-WIAWSO,1994,YAM,1828,5.9,10785.2
WESTERN,JUABESO-BIA,1994,YAM,3890,5.9,22951
CENTRAL,UPPER DENKYIRA,1994,MAIZE,6799,1.2,8158.8
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1994,MAIZE,4182,1.15,4809.3
CENTRAL,ASSIN NORTH,1994,MAIZE,6223,1.18,7343.14
CENTRAL,ABURA-ASEBU-KWAMANKESE,1994,MAIZE,4950,1.1,5445
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1994,MAIZE,4334,1.15,4984.1
CENTRAL,MFANTSIMAN,1994,MAIZE,7960,1.25,9950
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1994,MAIZE,4707,1.12,5271.84
CENTRAL,AJUMAKO-ENYAN-ESIAM,1994,MAIZE,3901,1.1,4291.1
CENTRAL,AWUTU-EFUTU-SENYA,1994,MAIZE,13771,1.3,17902.3
CENTRAL,GOMOA,1994,MAIZE,2567,1.2,3080.4
CENTRAL,CAPE COAST,1994,MAIZE,4229,1.27,5370.83
CENTRAL,AGONA,1994,MAIZE,7293,1.38,10064.34
CENTRAL,UPPER DENKYIRA,1994,RICE,182,0.9,163.8
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1994,RICE,86,0.95,81.7
CENTRAL,ASSIN NORTH,1994,RICE,222,1.24,275.28
CENTRAL,UPPER DENKYIRA,1994,CASSAVA,5478,10.2,55875.6
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1994,CASSAVA,4221,9.8,41365.8
CENTRAL,ASSIN NORTH,1994,CASSAVA,5166,10.7,55276.2
CENTRAL,ABURA-ASEBU-KWAMANKESE,1994,CASSAVA,3645,9.6,34992
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1994,CASSAVA,4169,10.4,43357.6
CENTRAL,MFANTSIMAN,1994,CASSAVA,6081,10.6,64458.6
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1994,CASSAVA,4239,9.5,40270.5
CENTRAL,AJUMAKO-ENYAN-ESIAM,1994,CASSAVA,3237,8,25896
CENTRAL,AWUTU-EFUTU-SENYA,1994,CASSAVA,5402,10,54020
CENTRAL,GOMOA,1994,CASSAVA,2174,9.3,20218.2
CENTRAL,CAPE COAST,1994,CASSAVA,3878,9.1,35289.8
CENTRAL,AGONA,1994,CASSAVA,5710,10.4,59384
CENTRAL,UPPER DENKYIRA,1994,YAM,499,5.5,2744.5
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1994,YAM,413,5.4,2230.2
CENTRAL,ASSIN NORTH,1994,YAM,340,5.3,1802
CENTRAL,ABURA-ASEBU-KWAMANKESE,1994,YAM,239,5.2,1242.8
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1994,YAM,360,5.6,2016
CENTRAL,MFANTSIMAN,1994,YAM,239,5.9,1410.1
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1994,YAM,46,5,230
CENTRAL,AJUMAKO-ENYAN-ESIAM,1994,YAM,230,5.5,1265
CENTRAL,AWUTU-EFUTU-SENYA,1994,YAM,404,6.4,2585.6
CENTRAL,GOMOA,1994,YAM,57,5.3,302.1
CENTRAL,CAPE COAST,1994,YAM,3,4.5,13.5
CENTRAL,AGONA,1994,YAM,490,6.7,3283
VOLTA,NORTH TONGU,1994,MAIZE,3200,0.8,2560
VOLTA,SOUTH TONGU (SOGAKOPE),1994,MAIZE,1800,0.8,1440
VOLTA,AKATSI,1994,MAIZE,3000,0.8,2400
VOLTA,KETA,1994,MAIZE,1000,0.8,800
VOLTA,DENU/DZODZE(KETU),1994,MAIZE,4600,1,4600
VOLTA,KPANDO,1994,MAIZE,3500,1.8,6300
VOLTA,HOHOE MUNICIPAL,1994,MAIZE,4500,1.8,8100
VOLTA,JASIKAN,1994,MAIZE,3500,1.5,5250
VOLTA,KADJEBI,1994,MAIZE,3000,1.9,5700
VOLTA,NKWANTA,1994,MAIZE,4700,1.8,8460
VOLTA,KETE-KRACHI,1994,MAIZE,3500,1.8,6300
VOLTA,HO MUNICIPAL,1994,MAIZE,5200,1.8,9360
VOLTA,NORTH TONGU,1994,RICE,200,3.6,720
VOLTA,DENU/DZODZE(KETU),1994,RICE,300,3.5,1050
VOLTA,KPANDO,1994,RICE,200,3.5,700
VOLTA,HOHOE MUNICIPAL,1994,RICE,2000,3.8,7600
VOLTA,JASIKAN,1994,RICE,400,3.5,1400
VOLTA,KADJEBI,1994,RICE,1500,3.5,5250
VOLTA,NKWANTA,1994,RICE,500,1.5,750
VOLTA,KETE-KRACHI,1994,RICE,1000,3.8,3800
VOLTA,HO MUNICIPAL,1994,RICE,200,1,200
VOLTA,NORTH TONGU,1994,CASSAVA,1500,10,15000
VOLTA,SOUTH TONGU (SOGAKOPE),1994,CASSAVA,1000,8,8000
VOLTA,AKATSI,1994,CASSAVA,1500,10.5,15750
VOLTA,KETA,1994,CASSAVA,1200,7,8400
VOLTA,DENU/DZODZE(KETU),1994,CASSAVA,5500,10.5,57750
VOLTA,KPANDO,1994,CASSAVA,1500,18,27000
VOLTA,HOHOE MUNICIPAL,1994,CASSAVA,3800,18,68400
VOLTA,JASIKAN,1994,CASSAVA,3800,18,68400
VOLTA,KADJEBI,1994,CASSAVA,2900,18,52200
VOLTA,NKWANTA,1994,CASSAVA,13000,18,234000
VOLTA,KETE-KRACHI,1994,CASSAVA,8000,18,144000
VOLTA,HO MUNICIPAL,1994,CASSAVA,2000,15.5,31000
VOLTA,KPANDO,1994,YAM,500,5,2500
VOLTA,HOHOE MUNICIPAL,1994,YAM,1200,5,6000
VOLTA,JASIKAN,1994,YAM,1000,10,10000
VOLTA,KADJEBI,1994,YAM,1200,10,12000
VOLTA,NKWANTA,1994,YAM,4500,11,49500
VOLTA,KETE-KRACHI,1994,YAM,5200,13,67600
VOLTA,HO MUNICIPAL,1994,YAM,1000,8,8000
ASHANTI,BEKWAI MUNI (AMANSIE EAST),1994,MAIZE,5100,1.2,6120
ASHANTI,AMANSIE WEST,1994,MAIZE,6000,1.2,7200
ASHANTI,EJURA SEKYEREDUMASE,1994,MAIZE,11000,1.6,17600
ASHANTI,SEKYERE WEST ,1994,MAIZE,10900,1.6,17440
ASHANTI,SEKYERE EAST,1994,MAIZE,3500,1.4,4900
ASHANTI,AFIGYA SEKYERE,1994,MAIZE,4000,1.1,4400
ASHANTI,AHAFO ANO NORTH,1994,MAIZE,3000,0.9,2700
ASHANTI,AHAFO ANO SOUTH,1994,MAIZE,5700,0.9,5130
ASHANTI,ATWIMA,1994,MAIZE,5000,1.3,6500
ASHANTI,EJUSU JUABEN,1994,MAIZE,2900,1.2,3480
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1994,MAIZE,3900,1,3900
ASHANTI,KWABRE ,1994,MAIZE,3000,0.9,2700
ASHANTI,OFFINSO,1994,MAIZE,6300,1.4,8820
ASHANTI,ADANSI WEST,1994,MAIZE,4300,1.2,5160
ASHANTI,ADANSI  SOUTH,1994,MAIZE,2500,1.2,3000
ASHANTI,ASANTE AKIM NORTH,1994,MAIZE,2100,1.3,2730
ASHANTI,ASANTE AKIM SOUTH,1994,MAIZE,4100,1.3,5330
ASHANTI,SEKYERE WEST ,1994,RICE,400,1.1,440
ASHANTI,SEKYERE EAST,1994,RICE,300,1.1,330
ASHANTI,AHAFO ANO NORTH,1994,RICE,200,1.3,260
ASHANTI,ATWIMA,1994,RICE,1300,1.5,1950
ASHANTI,EJUSU JUABEN,1994,RICE,100,2,200
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1994,RICE,200,1.1,220
ASHANTI,OFFINSO,1994,RICE,1200,1.9,2280
ASHANTI,ADANSI  SOUTH,1994,RICE,900,1.4,1260
ASHANTI,BEKWAI MUNI (AMANSIE EAST),1994,CASSAVA,8000,10.4,83200
ASHANTI,AMANSIE WEST,1994,CASSAVA,10000,10.2,102000
ASHANTI,EJURA SEKYEREDUMASE,1994,CASSAVA,1500,5.2,7800
ASHANTI,SEKYERE WEST ,1994,CASSAVA,6000,9.7,58200
ASHANTI,SEKYERE EAST,1994,CASSAVA,3900,9.8,38220
ASHANTI,AFIGYA SEKYERE,1994,CASSAVA,7500,10,75000
ASHANTI,AHAFO ANO NORTH,1994,CASSAVA,7100,9.5,67450
ASHANTI,AHAFO ANO SOUTH,1994,CASSAVA,7000,10.8,75600
ASHANTI,ATWIMA,1994,CASSAVA,14300,11,157300
ASHANTI,EJUSU JUABEN,1994,CASSAVA,4000,10.2,40800
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1994,CASSAVA,4100,7.8,31980
ASHANTI,KWABRE ,1994,CASSAVA,4500,11,49500
ASHANTI,OFFINSO,1994,CASSAVA,6100,12,73200
ASHANTI,ADANSI WEST,1994,CASSAVA,5100,9.5,48450
ASHANTI,ADANSI  SOUTH,1994,CASSAVA,4800,9.9,47520
ASHANTI,ASANTE AKIM NORTH,1994,CASSAVA,5400,5.2,28080
ASHANTI,ASANTE AKIM SOUTH,1994,CASSAVA,5800,9.8,56840
ASHANTI,BEKWAI MUNI (AMANSIE EAST),1994,YAM,500,6,3000
ASHANTI,AMANSIE WEST,1994,YAM,300,6,1800
ASHANTI,EJURA SEKYEREDUMASE,1994,YAM,5900,10.3,60770
ASHANTI,SEKYERE WEST ,1994,YAM,3100,9.5,29450
ASHANTI,SEKYERE EAST,1994,YAM,200,6,1200
ASHANTI,AFIGYA SEKYERE,1994,YAM,500,6,3000
ASHANTI,ATWIMA,1994,YAM,500,8,4000
ASHANTI,EJUSU JUABEN,1994,YAM,200,5,1000
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,1994,YAM,100,5,500
ASHANTI,OFFINSO,1994,YAM,600,10,6000
ASHANTI,ADANSI  SOUTH,1994,YAM,400,8,3200
ASHANTI,ASANTE AKIM NORTH,1994,YAM,600,9.2,5520
ASHANTI,ASANTE AKIM SOUTH,1994,YAM,200,6,1200
EASTERN,BIRIM SOUTH,1994,MAIZE,9000,1.8,16200
EASTERN,WEST AKIM,1994,MAIZE,11600,1.9,22040
EASTERN,SUHUM KRABOA COALTAR,1994,MAIZE,9000,1.9,17100
EASTERN,AKUAPIM SOUTH,1994,MAIZE,5500,1.8,9900
EASTERN,AKUAPIM NORTH,1994,MAIZE,9000,2.1,18900
EASTERN,NEW JUABEN,1994,MAIZE,1200,1.5,1800
EASTERN,YILO KROBO,1994,MAIZE,9100,2.4,21840
EASTERN,EAST AKIM,1994,MAIZE,4000,1,4000
EASTERN,KWAEBIBIREM,1994,MAIZE,9000,1.9,17100
EASTERN,BIRIM NORTH,1994,MAIZE,4500,1.8,8100
EASTERN,KWAHU SOUTH,1994,MAIZE,5500,1.8,9900
EASTERN,FANTEAKWA,1994,MAIZE,12400,1.9,23560
EASTERN,KWAHU NORTH,1994,MAIZE,11500,1.9,21850
EASTERN,ASUOGYAMAN,1994,MAIZE,6300,2.4,15120
EASTERN,MANYA KROBO,1994,MAIZE,10300,1.7,17510
EASTERN,BIRIM SOUTH,1994,RICE,2000,2.5,5000
EASTERN,KWAEBIBIREM,1994,RICE,200,1.5,300
EASTERN,BIRIM NORTH,1994,RICE,3500,1.8,6300
EASTERN,BIRIM SOUTH,1994,CASSAVA,17200,15.1,259720
EASTERN,WEST AKIM,1994,CASSAVA,15000,11.4,171000
EASTERN,SUHUM KRABOA COALTAR,1994,CASSAVA,11000,11,121000
EASTERN,AKUAPIM SOUTH,1994,CASSAVA,7700,11,84700
EASTERN,AKUAPIM NORTH,1994,CASSAVA,12300,10.2,125460
EASTERN,NEW JUABEN,1994,CASSAVA,1600,12,19200
EASTERN,YILO KROBO,1994,CASSAVA,12000,11.3,135600
EASTERN,EAST AKIM,1994,CASSAVA,8500,7.5,63750
EASTERN,KWAEBIBIREM,1994,CASSAVA,9200,12,110400
EASTERN,BIRIM NORTH,1994,CASSAVA,5100,12,61200
EASTERN,KWAHU SOUTH,1994,CASSAVA,8800,11,96800
EASTERN,FANTEAKWA,1994,CASSAVA,12600,12,151200
EASTERN,KWAHU NORTH,1994,CASSAVA,9900,12.2,120780
EASTERN,ASUOGYAMAN,1994,CASSAVA,10000,18.2,182000
EASTERN,MANYA KROBO,1994,CASSAVA,8400,18.3,153720
EASTERN,BIRIM SOUTH,1994,YAM,800,14.5,11600
EASTERN,KWAHU SOUTH,1994,YAM,500,16,8000
EASTERN,FANTEAKWA,1994,YAM,200,16,3200
EASTERN,KWAHU NORTH,1994,YAM,19800,18.5,366300
EASTERN,MANYA KROBO,1994,YAM,900,15,13500
BRONG AHAFO, SUNYANI MUNICIPAL ,1994,MAIZE,6200,0.4,2480
BRONG AHAFO,ASUTIFI,1994,MAIZE,890,1.5,1335
BRONG AHAFO, WENCHI MUNICIPAL ,1994,MAIZE,4600,1.5,6900
BRONG AHAFO,DORMA AHENKRO,1994,MAIZE,8900,2.1,18690
BRONG AHAFO,BEREKUM,1994,MAIZE,5600,0.9,5040
BRONG AHAFO,TANO,1994,MAIZE,6700,1,6700
BRONG AHAFO,SENE,1994,MAIZE,500,0.5,250
BRONG AHAFO,NKORANZA,1994,MAIZE,2520,2.1,5292
BRONG AHAFO,TECHIMAN MUNICIPAL,1994,MAIZE,6420,1.7,10914
BRONG AHAFO,ASUNAFO,1994,MAIZE,890,1.3,1157
BRONG AHAFO,JAMAN,1994,MAIZE,3900,1.3,5070
BRONG AHAFO,KINTAMPO,1994,MAIZE,3700,2.8,10360
BRONG AHAFO,ATEBUBU,1994,MAIZE,3400,0.7,2380
BRONG AHAFO,ASUTIFI,1994,RICE,130,1.5,195
BRONG AHAFO,DORMA AHENKRO,1994,RICE,1270,0.8,1016
BRONG AHAFO,SENE,1994,RICE,1150,0.7,805
BRONG AHAFO,ASUNAFO,1994,RICE,130,1.7,221
BRONG AHAFO,ATEBUBU,1994,RICE,2350,0.6,1410
BRONG AHAFO, SUNYANI MUNICIPAL ,1994,CASSAVA,5700,18.9,107730
BRONG AHAFO,ASUTIFI,1994,CASSAVA,1500,13.5,20250
BRONG AHAFO, WENCHI MUNICIPAL ,1994,CASSAVA,5400,21.5,116100
BRONG AHAFO,DORMA AHENKRO,1994,CASSAVA,9800,10,98000
BRONG AHAFO,BEREKUM,1994,CASSAVA,3550,7.1,25205
BRONG AHAFO,TANO,1994,CASSAVA,7240,14.7,106428
BRONG AHAFO,SENE,1994,CASSAVA,5670,12.5,70875
BRONG AHAFO,NKORANZA,1994,CASSAVA,4070,27.7,112739
BRONG AHAFO,TECHIMAN MUNICIPAL,1994,CASSAVA,8900,30.4,270560
BRONG AHAFO,ASUNAFO,1994,CASSAVA,1570,14,21980
BRONG AHAFO,JAMAN,1994,CASSAVA,2950,15,44250
BRONG AHAFO,KINTAMPO,1994,CASSAVA,2290,10,22900
BRONG AHAFO,ATEBUBU,1994,CASSAVA,14100,9.4,132540
BRONG AHAFO, SUNYANI MUNICIPAL ,1994,YAM,200,5.5,1100
BRONG AHAFO,ASUTIFI,1994,YAM,90,7,630
BRONG AHAFO, WENCHI MUNICIPAL ,1994,YAM,7260,12.3,89298
BRONG AHAFO,DORMA AHENKRO,1994,YAM,900,5.5,4950
BRONG AHAFO,BEREKUM,1994,YAM,300,8.5,2550
BRONG AHAFO,TANO,1994,YAM,320,7.5,2400
BRONG AHAFO,SENE,1994,YAM,3790,10.2,38658
BRONG AHAFO,NKORANZA,1994,YAM,2240,9.4,21056
BRONG AHAFO,TECHIMAN MUNICIPAL,1994,YAM,1010,8.9,8989
BRONG AHAFO,JAMAN,1994,YAM,2570,11,28270
BRONG AHAFO,KINTAMPO,1994,YAM,4060,14.6,59276
BRONG AHAFO,ATEBUBU,1994,YAM,13160,7.2,94752
UPPER WEST,WA,1994,MAIZE,6135,1.48,9079.8
UPPER WEST,LAWRA,1994,MAIZE,1364,1.41,1923.24
UPPER WEST,TUMU,1994,MAIZE,7748,1.21,9375.08
UPPER WEST,JIRAPA,1994,MAIZE,4031,1.28,5159.68
UPPER WEST,NADOWLI,1994,MAIZE,18322,1.5,27483
UPPER WEST,WA,1994,RICE,1240,0.7,868
UPPER WEST,NADOWLI,1994,RICE,1875,0.85,1593.75
UPPER WEST,WA,1994,YAM,13100,10.8,141480
UPPER WEST,TUMU,1994,YAM,5500,10.4,57200
UPPER WEST,NADOWLI,1994,YAM,2150,10.7,23005
UPPER EAST,BUILSA,1994,MAIZE,1000,0.8,800
UPPER EAST,KASINA-NANKANA,1994,MAIZE,250,1.1,275
UPPER EAST,BONGO,1994,MAIZE,20,0.5,10
UPPER EAST,BOLGATANGA MUNICIPAL,1994,MAIZE,2500,0.9,2250
UPPER EAST,BAWKU EAST,1994,MAIZE,2000,1.2,2400
UPPER EAST,BAWKU WEST,1994,MAIZE,20,1,20
UPPER EAST,BUILSA,1994,RICE,2500,1.4,3500
UPPER EAST,KASINA-NANKANA,1994,RICE,1900,2.6,4940
UPPER EAST,BONGO,1994,RICE,200,1,200
UPPER EAST,BOLGATANGA MUNICIPAL,1994,RICE,8250,1.1,9075
UPPER EAST,BAWKU EAST,1994,RICE,8900,1.3,11570
UPPER EAST,BAWKU WEST,1994,RICE,1000,2,2000
WESTERN,SHAMA AHANTA EAST,1994,COCOYAM,75,3.9,292.5
WESTERN,WEST AHANTA,1994,COCOYAM,75,3.7,277.5
WESTERN,MPORHOR WASSA EAST,1994,COCOYAM,825,5.3,4372.5
WESTERN,WASSA WEST,1994,COCOYAM,512,4.7,2406.4
WESTERN,EAST NZEMA,1994,COCOYAM,50,3.5,175
WESTERN,JOMORO,1994,COCOYAM,74,3.6,266.4
WESTERN,WASSA AMENFI,1994,COCOYAM,3810,5.5,20955
WESTERN,AOWIN -SUAMAN,1994,COCOYAM,4920,5.7,28044
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1994,COCOYAM,4852,5.7,27656.4
WESTERN,SEFWI-WIAWSO,1994,COCOYAM,4890,6,29340
WESTERN,JUABESO-BIA,1994,COCOYAM,5417,6.2,33585.4
WESTERN,SHAMA AHANTA EAST,1994,PLANTAIN,160,4.1,656
WESTERN,WEST AHANTA,1994,PLANTAIN,128,4.3,550.4
WESTERN,MPORHOR WASSA EAST,1994,PLANTAIN,1657,5.3,8782.1
WESTERN,WASSA WEST,1994,PLANTAIN,865,4.7,4065.5
WESTERN,EAST NZEMA,1994,PLANTAIN,118,4.4,519.2
WESTERN,JOMORO,1994,PLANTAIN,145,4.7,681.5
WESTERN,WASSA AMENFI,1994,PLANTAIN,5680,7.1,40328
WESTERN,AOWIN -SUAMAN,1994,PLANTAIN,5972,6.7,40012.4
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1994,PLANTAIN,6095,7.1,43274.5
WESTERN,SEFWI-WIAWSO,1994,PLANTAIN,6522,7.2,46958.4
WESTERN,JUABESO-BIA,1994,PLANTAIN,7258,8,58064
CENTRAL,UPPER DENKYIRA,1994,COCOYAM,5264,4.9,25793.6
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1994,COCOYAM,1340,4.8,6432
CENTRAL,ASSIN NORTH,1994,COCOYAM,1726,4.7,8112.2
CENTRAL,ABURA-ASEBU-KWAMANKESE,1994,COCOYAM,440,5.1,2244
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1994,COCOYAM,338,5,1690
CENTRAL,MFANTSIMAN,1994,COCOYAM,260,4.9,1274
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1994,COCOYAM,532,4.8,2553.6
CENTRAL,AJUMAKO-ENYAN-ESIAM,1994,COCOYAM,1526,5.1,7782.6
CENTRAL,CAPE COAST,1994,COCOYAM,259,4.9,1269.1
