REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
BRONG AHAFO,ASUTIFI,2008,PLANTAIN,16925,15.6,264030
BRONG AHAFO, WENCHI MUNICIPAL ,2008,PLANTAIN,988,7.6,7508.8
BRONG AHAFO,DORMA AHENKRO,2008,PLANTAIN,2808,9.7,27237.6
BRONG AHAFO,BEREKUM,2008,PLANTAIN,2485,9.9,24601.5
BRONG AHAFO,TANO NORTH,2008,PLANTAIN,3544,11.6,41110.4
BRONG AHAFO,TANO SOUTH,2008,PLANTAIN,3650,11.5,41975
BRONG AHAFO,NKORANZA,2008,PLANTAIN,492,7.1,3493.2
BRONG AHAFO,TECHIMAN MUNICIPAL,2008,PLANTAIN,7682,10.4,79892.8
BRONG AHAFO,ASUNAFO NORTH,2008,PLANTAIN,7785,18.6,144801
BRONG AHAFO,ASUNAFO SOUTH,2008,PLANTAIN,10465,18.6,194649
BRONG AHAFO,JAMAN NORTH,2008,PLANTAIN,592,7.5,4440
BRONG AHAFO,JAMAN SOUTH,2008,PLANTAIN,920,7.5,6900
BRONG AHAFO,KINTAMPO NORTH,2008,PLANTAIN,32,7.5,240
BRONG AHAFO,KINTAMPO SOUTH,2008,PLANTAIN,45,6.7,301.5
UPPER EAST,BUILSA,2008,MILLET,3511,1.3,4564.3
UPPER EAST,KASINA-NANKANA,2008,MILLET,8238,1.26,10379.88
UPPER EAST,BOLGATANGA MUNICIPAL,2008,MILLET,3648,1.24,4523.52
UPPER EAST,BAWKU MUNICIPAL,2008,MILLET,7604,1.1,8364.4
UPPER EAST,BAWKU WEST,2008,MILLET,23018,1.18,27161.24
UPPER EAST,BONGO,2008,MILLET,4685,0.96,4497.6
UPPER EAST,GARU TEMPANE,2008,MILLET,11433,0.49,5602.17
UPPER EAST,TALENSI NABDAM,2008,MILLET,3205,1.02,3269.1
UPPER EAST,BUILSA,2008,SORGHUM,19232,1.3,25001.6
UPPER EAST,KASINA-NANKANA,2008,SORGHUM,11694,1.32,15436.08
UPPER EAST,BOLGATANGA MUNICIPAL,2008,SORGHUM,13094,1.95,25533.3
UPPER EAST,BAWKU MUNICIPAL,2008,SORGHUM,10810,1.2,12972
UPPER EAST,BAWKU WEST,2008,SORGHUM,13674,1.34,18323.16
UPPER EAST,BONGO,2008,SORGHUM,10518,1.06,11149.08
UPPER EAST,GARU TEMPANE,2008,SORGHUM,9714,0.77,7479.78
UPPER EAST,TALENSI NABDAM,2008,SORGHUM,7866,1.18,9281.88
UPPER EAST,BUILSA,2008,GROUNDNUT,9636,1.26,12141.36
UPPER EAST,KASINA-NANKANA,2008,GROUNDNUT,11977,1.48,17725.96
UPPER EAST,BOLGATANGA MUNICIPAL,2008,GROUNDNUT,11310,1.43,16173.3
UPPER EAST,BAWKU MUNICIPAL,2008,GROUNDNUT,10140,1.3,13182
UPPER EAST,BAWKU WEST,2008,GROUNDNUT,8808,0.91,8015.28
UPPER EAST,BONGO,2008,GROUNDNUT,7200,1.04,7488
UPPER EAST,GARU TEMPANE,2008,GROUNDNUT,10152,1.01,10253.52
UPPER EAST,TALENSI NABDAM,2008,GROUNDNUT,3927,1.23,4830.21
UPPER EAST,BUILSA,2008,COWPEA,6174,1.8,11113.2
UPPER EAST,KASINA-NANKANA,2008,COWPEA,2070,1.2,2484
UPPER EAST,BOLGATANGA MUNICIPAL,2008,COWPEA,4421,1.01,4465.21
UPPER EAST,BAWKU MUNICIPAL,2008,COWPEA,11020,1.15,12673
UPPER EAST,BAWKU WEST,2008,COWPEA,8235,0.82,6752.7
UPPER EAST,BONGO,2008,COWPEA,9456,0.68,6430.08
UPPER EAST,GARU TEMPANE,2008,COWPEA,2672,0.98,2618.56
UPPER EAST,TALENSI NABDAM,2008,COWPEA,2859,0.74,2115.66
UPPER WEST,WA WEST,2008,MILLET,7083,0.63,4462.29
UPPER WEST,WA EAST,2008,MILLET,6025,0.57,3434.25
UPPER WEST,WA MUNICIPAL,2008,MILLET,7264,1.58,11477.12
UPPER WEST,LAWRA,2008,MILLET,12413,0.6,7447.8
UPPER WEST,SISSALA EAST,2008,MILLET,4538,1.49,6761.62
UPPER WEST,SISSALA WEST,2008,MILLET,4699,0.87,4088.13
UPPER WEST,JIRAPA-LAMBUSSIE,2008,MILLET,11453,1.1,12598.3
UPPER WEST,NADOWLI,2008,MILLET,10106,0.9,9095.4
UPPER WEST,WA WEST,2008,SORGHUM,4579,1.2,5494.8
UPPER WEST,WA EAST,2008,SORGHUM,3310,1.02,3376.2
UPPER WEST,WA MUNICIPAL,2008,SORGHUM,5156,1.5,7734
UPPER WEST,LAWRA,2008,SORGHUM,52221,0.9,46998.9
UPPER WEST,SISSALA EAST,2008,SORGHUM,902,1.43,1289.86
UPPER WEST,SISSALA WEST,2008,SORGHUM,7100,1.05,7455
UPPER WEST,JIRAPA-LAMBUSSIE,2008,SORGHUM,11826,1.1,13008.6
UPPER WEST,NADOWLI,2008,SORGHUM,15159,1.1,16674.9
UPPER WEST,WA WEST,2008,GROUNDNUT,17311,1.05,18176.55
UPPER WEST,WA EAST,2008,GROUNDNUT,11792,1,11792
UPPER WEST,WA MUNICIPAL,2008,GROUNDNUT,13693,1.55,21224.15
UPPER WEST,LAWRA,2008,GROUNDNUT,13403,1.3,17423.9
UPPER WEST,SISSALA EAST,2008,GROUNDNUT,10488,1.4,14683.2
UPPER WEST,SISSALA WEST,2008,GROUNDNUT,6314,1.67,10544.38
UPPER WEST,JIRAPA-LAMBUSSIE,2008,GROUNDNUT,21252,1.4,29752.8
UPPER WEST,NADOWLI,2008,GROUNDNUT,28743,1.6,45988.8
UPPER WEST,WA WEST,2008,COWPEA,4153,0.8,3322.4
UPPER WEST,WA EAST,2008,COWPEA,4262,0.9,3835.8
UPPER WEST,WA MUNICIPAL,2008,COWPEA,2864,1.18,3379.52
UPPER WEST,LAWRA,2008,COWPEA,2966,0.9,2669.4
UPPER WEST,SISSALA EAST,2008,COWPEA,6340,1.14,7227.6
UPPER WEST,SISSALA WEST,2008,COWPEA,7090,1.1,7799
UPPER WEST,JIRAPA-LAMBUSSIE,2008,COWPEA,12712,1.26,16017.12
UPPER WEST,NADOWLI,2008,COWPEA,20898,1.24,25913.52
WESTERN,SHAMA AHANTA EAST,2009,MAIZE,1100,1.15,1270
WESTERN,WEST AHANTA,2009,MAIZE,1450,1.19,1725.5
WESTERN,MPORHOR WASSA EAST,2009,MAIZE,2040,1.32,2692.8
WESTERN,WASSA WEST,2009,MAIZE,2210,1.2,2652
WESTERN,EAST NZEMA,2009,MAIZE,1560,1.38,2152.8
WESTERN,JOMORO,2009,MAIZE,930,1.3,1209
WESTERN,AMENFI EAST,2009,MAIZE,5870,1.39,8159.3
WESTERN,AMENFI  WEST (WASSA AMENFI),2009,MAIZE,5530,1.4,7742
WESTERN,AOWIN -SUAMAN,2009,MAIZE,9200,1.5,13800
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2009,MAIZE,5330,1.42,7568.6
WESTERN,SEFWI-WIAWSO,2009,MAIZE,7190,1.49,10713.1
WESTERN,BIA,2009,MAIZE,5670,1.53,8675.1
WESTERN,JUABESO,2009,MAIZE,7060,1.51,10660.6
WESTERN,SHAMA AHANTA EAST,2009,RICE,110,1.18,130
WESTERN,WEST AHANTA,2009,RICE,100,1.19,119
WESTERN,MPORHOR WASSA EAST,2009,RICE,100,1.2,120
WESTERN,WASSA WEST,2009,RICE,1410,1.18,1663.8
WESTERN,EAST NZEMA,2009,RICE,600,1.38,828
WESTERN,JOMORO,2009,RICE,970,1.2,1164
WESTERN,AMENFI EAST,2009,RICE,1180,1.21,1427.8
WESTERN,AMENFI  WEST (WASSA AMENFI),2009,RICE,1340,1.33,1782.2
WESTERN,AOWIN -SUAMAN,2009,RICE,1730,1.42,2456.6
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2009,RICE,1510,1.16,1751.6
WESTERN,SEFWI-WIAWSO,2009,RICE,2460,1.35,3321
WESTERN,BIA,2009,RICE,1860,1.25,2325
WESTERN,JUABESO,2009,RICE,1910,1.58,3017.8
WESTERN,SHAMA AHANTA EAST,2009,CASSAVA,2430,7.8,18960
WESTERN,WEST AHANTA,2009,CASSAVA,4070,9.3,37850
WESTERN,MPORHOR WASSA EAST,2009,CASSAVA,5640,10.7,60350
WESTERN,WASSA WEST,2009,CASSAVA,4100,7.8,31990.12
WESTERN,EAST NZEMA,2009,CASSAVA,6060,9.3,56360
WESTERN,JOMORO,2009,CASSAVA,4850,9.7,47050
WESTERN,AMENFI EAST,2009,CASSAVA,5410,7.8,42211.36
WESTERN,AMENFI  WEST (WASSA AMENFI),2009,CASSAVA,3630,9.1,33040
WESTERN,AOWIN -SUAMAN,2009,CASSAVA,11040,7.8,86139.26
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2009,CASSAVA,7460,9.3,69380
WESTERN,SEFWI-WIAWSO,2009,CASSAVA,10010,10.5,105110
WESTERN,BIA,2009,CASSAVA,3350,7.8,26138.27
WESTERN,JUABESO,2009,CASSAVA,5030,10.8,54330
WESTERN,SHAMA AHANTA EAST,2009,YAM,30,3.67,110
WESTERN,WEST AHANTA,2009,YAM,30,3.33,100
WESTERN,MPORHOR WASSA EAST,2009,YAM,200,3.67,733.33
WESTERN,WASSA WEST,2009,YAM,190,4.79,910
WESTERN,EAST NZEMA,2009,YAM,30,3.33,100
WESTERN,JOMORO,2009,YAM,20,3,60
WESTERN,AMENFI EAST,2009,YAM,520,7.37,3830
WESTERN,AMENFI  WEST (WASSA AMENFI),2009,YAM,580,6.45,3740
WESTERN,AOWIN -SUAMAN,2009,YAM,1080,6.8,7340
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2009,YAM,2550,7.3,18610
WESTERN,SEFWI-WIAWSO,2009,YAM,3090,8.68,26820
WESTERN,BIA,2009,YAM,1760,3.67,6453.33
WESTERN,JUABESO,2009,YAM,1920,10.18,19540
CENTRAL,UPPER DENKYIRA,2009,MAIZE,9760,2.4,23420
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2009,MAIZE,6410,2.8,17950
CENTRAL,ASSIN SOUTH,2009,MAIZE,4000,2.4,9598.36
CENTRAL,ASSIN NORTH,2009,MAIZE,9650,1.41,13610
CENTRAL,ABURA-ASEBU-KWAMANKESE,2009,MAIZE,3980,1.84,7310
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2009,MAIZE,4890,2,9760
CENTRAL,MFANTSIMAN,2009,MAIZE,13300,2.4,31914.55
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2009,MAIZE,12970,1.5,19450
CENTRAL,AJUMAKO-ENYAN-ESIAM,2009,MAIZE,6370,2.4,15285.39
CENTRAL,AWUTU-EFUTU-SENYA,2009,MAIZE,20860,1.75,36500
CENTRAL,GOMOA,2009,MAIZE,7930,2.48,19670
CENTRAL,CAPE COAST,2009,MAIZE,8120,1.24,10070
CENTRAL,AGONA,2009,MAIZE,6300,2.65,16700
CENTRAL,UPPER DENKYIRA,2009,RICE,740,1.2,890
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2009,RICE,570,1.19,680
CENTRAL,ASSIN SOUTH,2009,RICE,590,1.2,710
CENTRAL,ASSIN NORTH,2009,RICE,2040,1.2,2440
CENTRAL,ABURA-ASEBU-KWAMANKESE,2009,RICE,130,1.38,180
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2009,RICE,40,1.25,50
CENTRAL,GOMOA,2009,RICE,50,2.8,140
CENTRAL,UPPER DENKYIRA,2009,CASSAVA,11000,20.54,225950
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2009,CASSAVA,9910,32,317140
CENTRAL,ASSIN SOUTH,2009,CASSAVA,4140,12.69,52550
CENTRAL,ASSIN NORTH,2009,CASSAVA,10440,13.06,136370
CENTRAL,ABURA-ASEBU-KWAMANKESE,2009,CASSAVA,5060,9.07,45900
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2009,CASSAVA,4610,13.35,61550
CENTRAL,MFANTSIMAN,2009,CASSAVA,11220,9.44,105940
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2009,CASSAVA,15230,13.8,210170
CENTRAL,AJUMAKO-ENYAN-ESIAM,2009,CASSAVA,7290,19.32,140850
CENTRAL,AWUTU-EFUTU-SENYA,2009,CASSAVA,31710,13.13,416200
CENTRAL,GOMOA,2009,CASSAVA,3900,14.77,57610
CENTRAL,CAPE COAST,2009,CASSAVA,7560,16.47,124520
CENTRAL,AGONA,2009,CASSAVA,6610,21.44,141750
CENTRAL,UPPER DENKYIRA,2009,YAM,440,5.8,2550
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2009,YAM,380,4.5,1710
CENTRAL,ASSIN SOUTH,2009,YAM,80,5.38,430
CENTRAL,ASSIN NORTH,2009,YAM,200,5.5,1100
CENTRAL,ABURA-ASEBU-KWAMANKESE,2009,YAM,110,5.27,580
CENTRAL,AJUMAKO-ENYAN-ESIAM,2009,YAM,880,4.39,3860
CENTRAL,AWUTU-EFUTU-SENYA,2009,YAM,240,5.54,1330
CENTRAL,GOMOA,2009,YAM,20,5.8,115.91
CENTRAL,AGONA,2009,YAM,620,9.06,5620
EASTERN,BIRIM SOUTH,2009,MAIZE,15000,2,30000
EASTERN,WEST AKIM,2009,MAIZE,11000,2,22000
EASTERN,SUHUM KRABOA COALTAR,2009,MAIZE,8500,1.9,16150
EASTERN,AKUAPIM SOUTH,2009,MAIZE,7000,1.6,11200
EASTERN,AKUAPIM NORTH,2009,MAIZE,9500,2,19000
EASTERN,NEW JUABEN,2009,MAIZE,4000,2,8000
EASTERN,YILO KROBO,2009,MAIZE,10500,2,21000
EASTERN,EAST AKIM,2009,MAIZE,4500,1.8,8100
EASTERN,ATIWA,2009,MAIZE,5500,1.7,9350
EASTERN,KWAEBIBIREM,2009,MAIZE,7500,2,15000
EASTERN,BIRIM NORTH,2009,MAIZE,10000,2,20000
EASTERN,KWAHU WEST,2009,MAIZE,3500,2,7000
EASTERN,KWAHU WEST,2009,MAIZE,5500,1.6,8800
EASTERN,FANTEAKWA,2009,MAIZE,14500,1.8,26100
EASTERN,AFRAM PLAINS,2009,MAIZE,29500,1.6,47200
EASTERN,ASUOGYAMAN,2009,MAIZE,9000,1.5,13500
EASTERN,MANYA KROBO,2009,MAIZE,14000,1.5,21000
EASTERN,BIRIM SOUTH,2009,RICE,4040,2.6,10504
EASTERN,EAST AKIM,2009,RICE,20,2.5,50
EASTERN,ATIWA,2009,RICE,200,2.5,500
EASTERN,KWAEBIBIREM,2009,RICE,1250,3.3,4125
EASTERN,BIRIM NORTH,2009,RICE,750,3,2250
EASTERN,MANYA KROBO,2009,RICE,1050,2.2,2310
EASTERN,BIRIM SOUTH,2009,CASSAVA,15100,15,226500
EASTERN,WEST AKIM,2009,CASSAVA,12750,17,216750
EASTERN,SUHUM KRABOA COALTAR,2009,CASSAVA,12800,15,192000
EASTERN,AKUAPIM SOUTH,2009,CASSAVA,9200,26,239200
EASTERN,AKUAPIM NORTH,2009,CASSAVA,11900,22,261800
EASTERN,NEW JUABEN,2009,CASSAVA,6600,15,99000
EASTERN,YILO KROBO,2009,CASSAVA,8500,15,127500
EASTERN,EAST AKIM,2009,CASSAVA,9400,19,178600
EASTERN,ATIWA,2009,CASSAVA,6600,18,118800
EASTERN,KWAEBIBIREM,2009,CASSAVA,8500,22,187000
EASTERN,BIRIM NORTH,2009,CASSAVA,11000,16,176000
EASTERN,KWAHU WEST,2009,CASSAVA,8200,16,131200
EASTERN,KWAHU WEST,2009,CASSAVA,13670,15,205050
EASTERN,FANTEAKWA,2009,CASSAVA,11350,15,170250
EASTERN,AFRAM PLAINS,2009,CASSAVA,15600,14,218400
EASTERN,ASUOGYAMAN,2009,CASSAVA,11060,14,154840
EASTERN,MANYA KROBO,2009,CASSAVA,11420,14,159880
EASTERN,BIRIM SOUTH,2009,YAM,1300,16.5,21450
EASTERN,WEST AKIM,2009,YAM,850,19,16150
EASTERN,SUHUM KRABOA COALTAR,2009,YAM,350,16.5,5775
EASTERN,AKUAPIM SOUTH,2009,YAM,350,15,5250
EASTERN,AKUAPIM NORTH,2009,YAM,250,16,4000
EASTERN,NEW JUABEN,2009,YAM,300,15.5,4650
EASTERN,YILO KROBO,2009,YAM,1850,17,31450
EASTERN,EAST AKIM,2009,YAM,500,16.5,8250
EASTERN,ATIWA,2009,YAM,500,15.5,7750
EASTERN,KWAEBIBIREM,2009,YAM,300,15.5,4650
EASTERN,BIRIM NORTH,2009,YAM,1200,15.5,18600
EASTERN,KWAHU WEST,2009,YAM,1300,15.5,20150
EASTERN,KWAHU WEST,2009,YAM,1150,15.5,17825
EASTERN,FANTEAKWA,2009,YAM,1500,16,24000
EASTERN,AFRAM PLAINS,2009,YAM,26800,20,536000
EASTERN,ASUOGYAMAN,2009,YAM,800,17,13600
EASTERN,MANYA KROBO,2009,YAM,1250,18,22500
VOLTA,NORTH TONGU,2009,MAIZE,1700,1.38,2346
VOLTA,SOUTH TONGU (SOGAKOPE),2009,MAIZE,1600,1.21,1936
VOLTA,AKATSI,2009,MAIZE,2600,1.5,3900
VOLTA,KETA,2009,MAIZE,680,1.1,748
VOLTA,KETU,2009,MAIZE,11000,1.5,16500
VOLTA,NORTH DAYI (KPANDO),2009,MAIZE,2700,1.5,4050
VOLTA,SOUTH DAYI,2009,MAIZE,2010,1.38,2773.8
VOLTA,HOHOE MUNICIPAL,2009,MAIZE,7230,2.18,15761.4
VOLTA,JASIKAN,2009,MAIZE,3300,2.2,7260
VOLTA,KADJEBI,2009,MAIZE,3100,2.1,6510
VOLTA,NKWANTA,2009,MAIZE,8250,2.3,18975
VOLTA,KRACHI WEST,2009,MAIZE,2240,2.3,5152
VOLTA,KRACHI EAST,2009,MAIZE,1600,2.4,3840
VOLTA,HO MUNICIPAL,2009,MAIZE,2780,1.4,3892
VOLTA,ADAKLU ANYIGBE,2009,MAIZE,1900,1.8,3420
VOLTA,NORTH TONGU,2009,RICE,2000,3,6000
VOLTA,SOUTH TONGU (SOGAKOPE),2009,RICE,120,1.65,198
VOLTA,KETU,2009,RICE,1900,5.5,10450
VOLTA,NORTH DAYI (KPANDO),2009,RICE,460,2.23,1025.8
VOLTA,SOUTH DAYI,2009,RICE,310,1.1,341
VOLTA,HOHOE MUNICIPAL,2009,RICE,6520,3,19560
VOLTA,JASIKAN,2009,RICE,2070,3,6210
VOLTA,KADJEBI,2009,RICE,2000,2.3,4600
VOLTA,NKWANTA,2009,RICE,2200,2.8,6160
VOLTA,KRACHI WEST,2009,RICE,1120,1.68,1881.6
VOLTA,KRACHI EAST,2009,RICE,1110,2.64,2930.4
VOLTA,HO MUNICIPAL,2009,RICE,390,2.2,858
VOLTA,ADAKLU ANYIGBE,2009,RICE,260,1.83,475.8
VOLTA,NORTH TONGU,2009,CASSAVA,2550,11.04,28152
VOLTA,SOUTH TONGU (SOGAKOPE),2009,CASSAVA,2600,11,28600
VOLTA,AKATSI,2009,CASSAVA,2760,12.5,34486.2
VOLTA,KETA,2009,CASSAVA,1270,8.6,10922
VOLTA,KETU,2009,CASSAVA,12900,14.17,182793
VOLTA,NORTH DAYI (KPANDO),2009,CASSAVA,4700,11,51700
VOLTA,SOUTH DAYI,2009,CASSAVA,1400,11.55,16170
VOLTA,HOHOE MUNICIPAL,2009,CASSAVA,8650,8.6,74390
VOLTA,JASIKAN,2009,CASSAVA,6500,16.5,107250
VOLTA,KADJEBI,2009,CASSAVA,4500,14.4,64800
VOLTA,NKWANTA,2009,CASSAVA,31000,18.19,563890
VOLTA,KRACHI WEST,2009,CASSAVA,11300,15.96,180348
VOLTA,KRACHI EAST,2009,CASSAVA,9500,15.75,149625
VOLTA,HO MUNICIPAL,2009,CASSAVA,3750,13.2,49500
VOLTA,ADAKLU ANYIGBE,2009,CASSAVA,1350,11.78,15904.35
VOLTA,SOUTH DAYI,2009,YAM,40,9.1,364
VOLTA,HOHOE MUNICIPAL,2009,YAM,1450,8.3,12035
VOLTA,JASIKAN,2009,YAM,1210,11.1,13431
VOLTA,KADJEBI,2009,YAM,1050,10.3,10815
VOLTA,NKWANTA,2009,YAM,8610,17.52,150847.2
VOLTA,KRACHI WEST,2009,YAM,5800,13.09,75922
VOLTA,KRACHI EAST,2009,YAM,6150,14.3,87945
VOLTA,HO MUNICIPAL,2009,YAM,800,10.8,8640
VOLTA,ADAKLU ANYIGBE,2009,YAM,100,8.93,892.5
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2009,MAIZE,4760,1.29,6162.78
ASHANTI,AMANSIE CENTRAL,2009,MAIZE,4560,1.24,5633.11
ASHANTI,AMANSIE WEST,2009,MAIZE,2850,1.21,3436.85
ASHANTI,EJURA SEKYEREDUMASE,2009,MAIZE,18020,1.25,22524.07
ASHANTI,SEKYERE WEST ,2009,MAIZE,16000,1.22,19543.15
ASHANTI,SEKYERE EAST,2009,MAIZE,10480,1.32,13831.97
ASHANTI,AFIGYA SEKYERE,2009,MAIZE,8400,1.48,12447.62
ASHANTI,AHAFO ANO NORTH,2009,MAIZE,12770,1.42,18079.42
ASHANTI,AHAFO ANO SOUTH,2009,MAIZE,11450,1.27,14517.18
ASHANTI,ATWIMA MPONUA,2009,MAIZE,3670,1.21,4441.46
ASHANTI,ATWIMA NWABIAGYA,2009,MAIZE,5240,1.36,7103.86
ASHANTI,EJUSU JUABEN,2009,MAIZE,3550,1.22,4329.33
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2009,MAIZE,3800,1.24,4719.16
ASHANTI,KWABRE ,2009,MAIZE,1180,1.4,1649.75
ASHANTI,OFFINSO,2009,MAIZE,14550,1.22,17703.45
ASHANTI,ADANSI NORTH,2009,MAIZE,3750,1.2,4507.19
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2009,MAIZE,930,1.3,1207.34
ASHANTI,ADANSI  SOUTH,2009,MAIZE,3700,1.18,4353.64
ASHANTI,ASANTE AKIM NORTH,2009,MAIZE,9800,1.25,12270.41
ASHANTI,ASANTE AKIM SOUTH,2009,MAIZE,5760,1.27,7328.14
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2009,MAIZE,820,1.27,1038.86
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2009,RICE,360,1.12,404.52
ASHANTI,AMANSIE CENTRAL,2009,RICE,30,1.06,31.88
ASHANTI,AMANSIE WEST,2009,RICE,200,1.12,223.4
ASHANTI,EJURA SEKYEREDUMASE,2009,RICE,2500,1.36,3405.47
ASHANTI,SEKYERE WEST ,2009,RICE,80,1.19,94.81
ASHANTI,SEKYERE EAST,2009,RICE,180,1.15,206.34
ASHANTI,AFIGYA SEKYERE,2009,RICE,160,1.14,182.01
ASHANTI,AHAFO ANO NORTH,2009,RICE,360,1.39,499.39
ASHANTI,AHAFO ANO SOUTH,2009,RICE,560,1.6,898.13
ASHANTI,ATWIMA MPONUA,2009,RICE,740,1.27,939.53
ASHANTI,ATWIMA NWABIAGYA,2009,RICE,350,1.51,529.12
ASHANTI,EJUSU JUABEN,2009,RICE,520,1.59,825.77
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2009,RICE,340,1.13,385.19
ASHANTI,KWABRE ,2009,RICE,140,1.05,146.95
ASHANTI,OFFINSO,2009,RICE,300,1.11,333.33
ASHANTI,ADANSI NORTH,2009,RICE,290,1.18,342.02
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2009,RICE,80,1.25,99.74
ASHANTI,ADANSI  SOUTH,2009,RICE,1650,1.24,2049.3
ASHANTI,ASANTE AKIM NORTH,2009,RICE,350,1.21,424.72
ASHANTI,ASANTE AKIM SOUTH,2009,RICE,350,1.11,389.42
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2009,RICE,20,1.18,23.64
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2009,CASSAVA,5890,10.49,61757.32
ASHANTI,AMANSIE CENTRAL,2009,CASSAVA,5720,8.41,48109.84
ASHANTI,AMANSIE WEST,2009,CASSAVA,3040,9.25,28109.87
ASHANTI,EJURA SEKYEREDUMASE,2009,CASSAVA,3260,6.98,22770.76
ASHANTI,SEKYERE WEST ,2009,CASSAVA,9420,10.95,103181.92
ASHANTI,SEKYERE EAST,2009,CASSAVA,5960,10.28,61264.34
ASHANTI,AFIGYA SEKYERE,2009,CASSAVA,6770,10,67712.95
ASHANTI,AHAFO ANO NORTH,2009,CASSAVA,5740,10.33,59309.79
ASHANTI,AHAFO ANO SOUTH,2009,CASSAVA,10250,9.5,97340.83
ASHANTI,ATWIMA MPONUA,2009,CASSAVA,4970,12.32,61214.24
ASHANTI,ATWIMA NWABIAGYA,2009,CASSAVA,5650,12.56,70935.98
ASHANTI,EJUSU JUABEN,2009,CASSAVA,5680,11.07,62866.5
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2009,CASSAVA,4960,9.97,49428.19
ASHANTI,KWABRE ,2009,CASSAVA,5870,11.91,69922.81
ASHANTI,OFFINSO,2009,CASSAVA,7640,10.58,80824.86
ASHANTI,ADANSI NORTH,2009,CASSAVA,6650,11.4,75826.68
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2009,CASSAVA,310,10.54,3266.54
ASHANTI,ADANSI  SOUTH,2009,CASSAVA,6440,12.76,82155.47
ASHANTI,ASANTE AKIM NORTH,2009,CASSAVA,4490,13.95,62638.08
ASHANTI,ASANTE AKIM SOUTH,2009,CASSAVA,6890,10.08,69469.43
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2009,CASSAVA,1770,9.64,17070.59
ASHANTI,BEKWAI MUNI (AMANSIE EAST),2009,YAM,310,12.76,3956.83
ASHANTI,AMANSIE CENTRAL,2009,YAM,780,10.42,8128.02
ASHANTI,AMANSIE WEST,2009,YAM,880,10.21,8984.75
ASHANTI,EJURA SEKYEREDUMASE,2009,YAM,9970.4,15.49,154424.51
ASHANTI,SEKYERE WEST ,2009,YAM,6890,14.16,97589.1
ASHANTI,SEKYERE EAST,2009,YAM,3220,13.22,42573.46
ASHANTI,AFIGYA SEKYERE,2009,YAM,2219.65,12.08,26805.78
ASHANTI,AHAFO ANO NORTH,2009,YAM,810,11.84,9587.37
ASHANTI,AHAFO ANO SOUTH,2009,YAM,460,11.68,5372.65
ASHANTI,ATWIMA MPONUA,2009,YAM,470,13.5,6344.02
ASHANTI,ATWIMA NWABIAGYA,2009,YAM,1280,11.08,14184.04
ASHANTI,EJUSU JUABEN,2009,YAM,370,11.57,4279.54
ASHANTI,BOSUMTWE-ATWIMA-KWANWOMA,2009,YAM,670,11.05,7403.83
ASHANTI,KWABRE ,2009,YAM,210,9.87,2072.52
ASHANTI,OFFINSO,2009,YAM,1020,13.43,13694
ASHANTI,ADANSI NORTH,2009,YAM,590,10.49,6191.16
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2009,YAM,420,9.77,4102.06
ASHANTI,ADANSI  SOUTH,2009,YAM,780,10.67,8325.63
ASHANTI,ASANTE AKIM NORTH,2009,YAM,800,12.15,9722.42
ASHANTI,ASANTE AKIM SOUTH,2009,YAM,270,11.45,3090.21
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2009,YAM,20,9.68,193.64
BRONG AHAFO, SUNYANI MUNICIPAL ,2009,MAIZE,36340,1.37,49818.26
BRONG AHAFO,ASUTIFI,2009,MAIZE,7630,1.5,11462
BRONG AHAFO, WENCHI MUNICIPAL ,2009,MAIZE,11200,1.48,16612.07
BRONG AHAFO,DORMA AHENKRO,2009,MAIZE,39710,2,79420
BRONG AHAFO,BEREKUM,2009,MAIZE,9210,1.69,15570.45
BRONG AHAFO,TANO NORTH,2009,MAIZE,4720,2,9440
BRONG AHAFO,TANO SOUTH,2009,MAIZE,5540,2,11080
